@relation Sax_prediction-2011-06-30T15:40:59-06:00-weka.filters.unsupervised.attribute.Remove-R1

@attribute n_term numeric
@attribute c_term numeric
@attribute y_num numeric
@attribute c_num numeric
@attribute k_num numeric
@attribute h_num numeric
@attribute r_num numeric
@attribute d_num numeric
@attribute e_num numeric
@attribute u_num numeric
@attribute polar_num numeric
@attribute hydrophobic_num numeric
@attribute pi numeric
@attribute charge_at_2.0 numeric
@attribute charge_at_2.5 numeric
@attribute charge_at_3.0 numeric
@attribute charge_at_3.5 numeric
@attribute charge_at_4.0 numeric
@attribute charge_at_4.5 numeric
@attribute charge_at_5.0 numeric
@attribute charge_at_5.5 numeric
@attribute charge_at_6.0 numeric
@attribute charge_at_6.5 numeric
@attribute charge_at_7.0 numeric
@attribute charge_at_7.5 numeric
@attribute charge_at_8.0 numeric
@attribute charge_at_8.5 numeric
@attribute charge_at_9.0 numeric
@attribute charge_at_9.5 numeric
@attribute charge_at_10.0 numeric
@attribute charge_at_10.5 numeric
@attribute charge_at_11.0 numeric
@attribute charge_at_11.5 numeric
@attribute charge_at_12.0 numeric
@attribute fraction numeric

@data
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
1.83,8.95,0,1,1,0,1,0,0,0,1,4,9.780518,2.40337,2.176136,2.063319,2.020908,2.006638,2.001888,1.9999,1.997765,1.992353,1.975926,1.926638,1.791972,1.498301,1.052457,0.573711,0.179142,-0.13443,-0.460925,-0.76862,-0.994717,-1.214944,11
2.17,8.95,0,0,1,0,0,0,0,0,2,5,9.739502,1.596629,1.318678,1.128851,1.04468,1.014564,1.004619,1.001362,1.000103,0.998998,0.996418,0.988624,0.964807,0.896176,0.728863,0.442583,0.134511,-0.146039,-0.455326,-0.738079,-0.900408,-0.966336,11
2.28,8.95,0,0,4,0,0,1,1,0,0,1,10.091064,4.628331,4.292412,3.923887,3.491347,2.967515,2.489656,2.195516,2.067379,2.020871,2.003154,1.989965,1.962714,1.887572,1.701195,1.356607,0.878441,0.170349,-0.903538,-1.978818,-2.610063,-2.868014,11
2.19,9.04,0,0,0,0,2,0,1,0,0,4,10.606689,2.602069,2.311287,2.080869,1.895709,1.655308,1.36478,1.152435,1.053441,1.016715,1.002763,0.992746,0.972514,0.916534,0.776002,0.522365,0.255378,0.092214,0.012787,-0.053258,-0.186119,-0.496423,11
2.18,8.95,0,0,2,0,1,1,0,0,2,1,10.542236,3.580261,3.257584,2.948537,2.631172,2.323662,2.128497,2.044152,2.014034,2.003418,1.997735,1.988773,1.964005,1.893245,1.719526,1.413591,1.048107,0.622789,0.051574,-0.517044,-0.898414,-1.182321,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.34,8.95,0,0,1,0,0,0,2,0,1,4,4.260742,1.675116,1.37398,1.073023,0.762744,0.301528,-0.273296,-0.695973,-0.893192,-0.965987,-0.992376,-1.007819,-1.034067,-1.103467,-1.271024,-1.557381,-1.865478,-2.146036,-2.455325,-2.738079,-2.900408,-2.966336,11
2.17,8.95,0,0,2,0,0,0,0,0,3,4,10.551025,2.596629,2.318678,2.128851,2.04468,2.014564,2.004618,2.001359,2.000094,1.998968,1.996325,1.988329,1.963874,1.893234,1.719617,1.413917,1.049152,0.626089,0.061936,-0.484992,-0.803626,-0.933562,11
2.17,8.95,0,0,2,0,0,0,0,0,3,4,10.551025,2.596629,2.318678,2.128851,2.04468,2.014564,2.004618,2.001359,2.000094,1.998968,1.996325,1.988329,1.963874,1.893234,1.719617,1.413917,1.049152,0.626089,0.061936,-0.484992,-0.803626,-0.933562,11
2.34,8.95,0,0,1,0,0,0,1,0,1,7,6.59668,1.680708,1.391452,1.126263,0.913723,0.661463,0.366769,0.153047,0.053568,0.016541,0.002032,-0.009594,-0.034629,-0.103645,-0.27108,-0.557399,-0.865483,-1.146038,-1.455326,-1.738079,-1.900408,-1.966336,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.2,9.04,2,0,0,0,1,0,1,0,0,3,6.610352,1.607545,1.316388,1.083566,0.896744,0.655656,0.364888,0.152454,0.053399,0.016549,0.002227,-0.008951,-0.032844,-0.100311,-0.276313,-0.634179,-1.167722,-1.824069,-2.43507,-2.810931,-3.019687,-3.224439,11
2.34,9.04,0,1,0,0,1,0,0,0,0,9,8.610107,1.6863,1.408922,1.179497,1.064683,1.021334,1.006633,1.001432,0.998318,0.992744,0.976727,0.929006,0.799143,0.518549,0.099749,-0.345862,-0.697905,-0.889577,-0.972088,-1.019695,-1.090854,-1.247513,11
2.32,8.95,0,0,3,0,0,0,1,0,0,4,10.259521,3.67071,3.380369,3.119581,2.910991,2.660518,2.36646,2.152943,2.053518,2.016472,2.001842,1.989815,1.963506,1.89047,1.710427,1.385269,0.963798,0.39822,-0.420801,-1.231905,-1.706845,-1.900788,11
