@relation Sax_prediction-2011-06-30T15:40:59-06:00-weka.filters.unsupervised.attribute.Remove-R1

@attribute n_term numeric
@attribute c_term numeric
@attribute y_num numeric
@attribute c_num numeric
@attribute k_num numeric
@attribute h_num numeric
@attribute r_num numeric
@attribute d_num numeric
@attribute e_num numeric
@attribute u_num numeric
@attribute polar_num numeric
@attribute hydrophobic_num numeric
@attribute pi numeric
@attribute charge_at_2.0 numeric
@attribute charge_at_2.5 numeric
@attribute charge_at_3.0 numeric
@attribute charge_at_3.5 numeric
@attribute charge_at_4.0 numeric
@attribute charge_at_4.5 numeric
@attribute charge_at_5.0 numeric
@attribute charge_at_5.5 numeric
@attribute charge_at_6.0 numeric
@attribute charge_at_6.5 numeric
@attribute charge_at_7.0 numeric
@attribute charge_at_7.5 numeric
@attribute charge_at_8.0 numeric
@attribute charge_at_8.5 numeric
@attribute charge_at_9.0 numeric
@attribute charge_at_9.5 numeric
@attribute charge_at_10.0 numeric
@attribute charge_at_10.5 numeric
@attribute charge_at_11.0 numeric
@attribute charge_at_11.5 numeric
@attribute charge_at_12.0 numeric
@attribute fraction numeric

@data
1.96,8.95,0,1,4,1,0,0,4,0,2,6,7.06543,5.454522,5.153638,4.869611,4.420937,3.559318,2.411714,1.513136,0.970519,0.562177,0.238276,0.023768,-0.177913,-0.499882,-0.9718,-1.510886,-2.075551,-2.814636,-3.898741,-4.977296,-5.609581,-5.867862,5
2.21,8.95,1,1,3,2,0,2,0,0,3,7,8.513428,5.574589,5.206138,4.771701,4.213452,3.613606,3.191087,2.904528,2.545369,2.001198,1.458829,1.107921,0.849025,0.503901,0.014192,-0.55972,-1.201969,-2.046463,-3.145084,-4.125236,-4.670537,-4.889022,5
2.36,8.95,0,1,2,1,0,2,2,0,2,7,4.46582,3.64105,3.252609,2.713058,1.933411,0.910074,-0.056296,-0.701926,-1.10765,-1.463676,-1.769857,-1.978285,-2.176885,-2.494261,-2.953391,-3.45358,-3.904841,-4.358896,-4.933267,-5.48347,-5.803145,-5.933409,5
2.36,8.95,0,1,2,1,0,2,2,0,2,7,4.46582,3.64105,3.252609,2.713058,1.933411,0.910074,-0.056296,-0.701926,-1.10765,-1.463676,-1.769857,-1.978285,-2.176885,-2.494261,-2.953391,-3.45358,-3.904841,-4.358896,-4.933267,-5.48347,-5.803145,-5.933409,5
2.36,8.95,0,1,2,1,0,2,2,0,2,7,4.46582,3.64105,3.252609,2.713058,1.933411,0.910074,-0.056296,-0.701926,-1.10765,-1.463676,-1.769857,-1.978285,-2.176885,-2.494261,-2.953391,-3.45358,-3.904841,-4.358896,-4.933267,-5.48347,-5.803145,-5.933409,5
2.11,9.04,1,1,1,0,2,2,0,0,6,6,8.564697,3.51919,3.157229,2.748273,2.210117,1.63017,1.251357,1.08604,1.025855,1.001433,0.979156,0.928741,0.795795,0.507222,0.064216,-0.453288,-0.99638,-1.58054,-2.194297,-2.693522,-3.053037,-3.451885,5
2.19,9.04,0,1,1,0,1,1,3,0,2,10,4.114258,2.568987,2.210227,1.791461,1.179227,0.244135,-0.791789,-1.503511,-1.828244,-1.950486,-2.0052,-2.065523,-2.199964,-2.483817,-2.909315,-3.374471,-3.783246,-4.117443,-4.454823,-4.766607,-4.994072,-5.214739,5
2.34,8.95,0,0,2,0,0,2,1,0,3,13,4.186523,2.636914,2.259224,1.760421,1.084721,0.27899,-0.38569,-0.761439,-0.918585,-0.974595,-0.99524,-1.008996,-1.035279,-1.106498,-1.280298,-1.586056,-1.95084,-2.373908,-2.938063,-3.484992,-3.803626,-3.933562,5
2.28,9.04,0,0,0,0,2,2,2,0,4,9,3.959961,2.600842,2.208826,1.687726,0.925867,-0.083653,-1.026628,-1.610713,-1.865349,-1.956883,-1.988813,-2.004582,-2.02664,-2.083198,-2.223914,-2.477608,-2.744613,-2.907783,-2.987212,-3.053257,-3.186119,-3.496423,5
2.17,8.95,1,1,3,0,0,1,0,0,3,10,9.351318,3.574731,3.252562,2.945923,2.630157,2.32326,2.128176,2.043446,2.011902,1.996737,1.976907,1.925655,1.787577,1.484054,1.007873,0.438277,-0.202602,-1.046664,-2.145147,-3.125256,-3.670544,-3.889024,5
2.17,9.04,0,1,1,1,2,0,1,0,4,8,9.815674,4.590936,4.300888,4.074605,3.890528,3.644664,3.333698,3.060793,2.811072,2.510115,2.222455,2.021385,1.829413,1.525651,1.093606,0.626157,0.216012,-0.120647,-0.465156,-0.798649,-1.088856,-1.463497,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
2.19,8.95,0,3,1,1,1,4,2,0,0,7,3.84668,3.508787,3.029036,2.294925,1.083508,-0.479673,-1.81149,-2.618466,-3.084188,-3.467954,-3.807898,-4.101057,-4.521327,-5.286947,-6.296825,-7.162318,-7.729171,-8.104505,-8.451365,-8.765587,-8.993757,-9.21464,5
1.96,8.95,0,4,3,0,0,1,0,0,6,5,8.119385,3.455091,3.157723,2.90063,2.613443,2.317525,2.125773,2.040908,2.005495,1.977075,1.915762,1.740576,1.271793,0.298968,-0.994822,-2.088908,-2.853499,-3.542142,-4.401747,-5.22586,-5.704931,-5.900183,5
2.36,9.04,1,2,1,1,1,0,2,0,6,6,6.916992,3.684843,3.384835,3.078894,2.762394,2.292482,1.695959,1.211912,0.862457,0.52102,0.20734,-0.039654,-0.345518,-0.880419,-1.608744,-2.320472,-2.949333,-3.562227,-4.179139,-4.659949,-4.957768,-5.202974,5
2.19,9.04,0,3,1,0,2,2,1,0,3,5,6.055664,3.558273,3.179053,2.715007,2.066643,1.272637,0.611694,0.235968,0.075034,0.005889,-0.055905,-0.19258,-0.546602,-1.279844,-2.262121,-3.111915,-3.692948,-4.090926,-4.45566,-4.795637,-5.087903,-5.463195,5
2.34,8.95,0,1,1,1,0,0,1,0,2,17,7.053711,2.680608,2.391134,2.125258,1.91055,1.651496,1.335907,1.061478,0.81123,0.509977,0.22182,0.019341,-0.176798,-0.491586,-0.94423,-1.424941,-1.81949,-2.131028,-2.450531,-2.736558,-2.899926,-2.966183,5
2.34,8.95,0,1,1,1,0,0,1,0,2,17,7.053711,2.680608,2.391134,2.125258,1.91055,1.651496,1.335907,1.061478,0.81123,0.509977,0.22182,0.019341,-0.176798,-0.491586,-0.94423,-1.424941,-1.81949,-2.131028,-2.450531,-2.736558,-2.899926,-2.966183,5
2.28,8.95,0,1,1,2,0,0,6,0,2,6,4.243164,3.622068,3.270531,2.838602,2.144625,0.839209,-0.895953,-2.274814,-3.162912,-3.902691,-4.509976,-4.880877,-5.143335,-5.480796,-5.940796,-6.423853,-6.819146,-7.130919,-7.450496,-7.736547,-7.899923,-7.966182,5
2.34,9.6,0,1,2,1,0,0,1,0,2,13,8.829834,3.680608,3.391134,3.125259,2.910553,2.651504,2.335934,2.061562,1.811495,1.510817,1.224469,1.027636,0.848655,0.581851,0.234828,-0.125616,-0.567408,-1.155984,-1.848863,-2.454018,-2.793522,-2.930335,5
2.34,9.6,0,1,2,1,0,0,1,0,2,13,8.829834,3.680608,3.391134,3.125259,2.910553,2.651504,2.335934,2.061562,1.811495,1.510817,1.224469,1.027636,0.848655,0.581851,0.234828,-0.125616,-0.567408,-1.155984,-1.848863,-2.454018,-2.793522,-2.930335,5
2.34,9.6,0,1,2,1,0,0,1,0,2,13,8.829834,3.680608,3.391134,3.125259,2.910553,2.651504,2.335934,2.061562,1.811495,1.510817,1.224469,1.027636,0.848655,0.581851,0.234828,-0.125616,-0.567408,-1.155984,-1.848863,-2.454018,-2.793522,-2.930335,5
2.28,8.95,0,0,2,0,1,1,4,0,4,8,4.329102,3.611556,3.239995,2.764166,2.038408,0.88771,-0.430537,-1.35154,-1.772882,-1.926654,-1.979885,-2.004123,-2.033745,-2.106043,-2.280249,-2.586338,-2.95187,-3.377204,-3.948424,-4.517043,-4.898414,-5.182321,5
2.28,8.95,1,0,3,0,0,1,1,0,5,10,9.297119,3.628331,3.292412,2.923887,2.491347,1.967514,1.489654,1.19551,1.067361,1.020815,1.002978,0.989409,0.960962,0.882075,0.684231,0.306836,-0.248273,-1.061572,-2.14991,-3.126768,-3.671022,-3.889175,5
1.82,8.95,0,1,2,1,0,2,2,0,5,6,4.463867,3.342763,3.005331,2.588645,1.886327,0.894242,-0.061403,-0.703551,-1.108165,-1.463839,-1.769909,-1.978302,-2.17689,-2.494263,-2.953392,-3.45358,-3.904841,-4.358896,-4.933267,-5.48347,-5.803145,-5.933409,5
1.82,8.95,0,1,2,1,0,2,2,0,5,6,4.463867,3.342763,3.005331,2.588645,1.886327,0.894242,-0.061403,-0.703551,-1.108165,-1.463839,-1.769909,-1.978302,-2.17689,-2.494263,-2.953392,-3.45358,-3.904841,-4.358896,-4.933267,-5.48347,-5.803145,-5.933409,5
1.82,8.95,0,1,2,1,0,2,2,0,5,6,4.463867,3.342763,3.005331,2.588645,1.886327,0.894242,-0.061403,-0.703551,-1.108165,-1.463839,-1.769909,-1.978302,-2.17689,-2.494263,-2.953392,-3.45358,-3.904841,-4.358896,-4.933267,-5.48347,-5.803145,-5.933409,5
2.34,9.04,0,2,1,0,1,2,0,0,5,10,5.905273,2.642505,2.276692,1.813648,1.235659,0.638795,0.253965,0.086285,0.024081,-0.004955,-0.041011,-0.132371,-0.374329,-0.882147,-1.585771,-2.24306,-2.737584,-3.102538,-3.450061,-3.765096,-3.993594,-4.214587,5
2.34,8.95,2,0,2,1,0,2,0,0,3,13,7.43457,3.642406,3.27638,2.812662,2.232547,1.629022,1.223716,0.996656,0.787868,0.507763,0.238883,0.078437,-0.010556,-0.113654,-0.329622,-0.74195,-1.374676,-2.293393,-3.396252,-4.274708,-4.731978,-4.910336,5
2.28,8.95,0,1,2,0,0,2,1,0,7,8,4.186523,2.606434,2.226296,1.740959,1.076825,0.276213,-0.38678,-0.76238,-0.920759,-0.981187,-1.015714,-1.070973,-1.208102,-1.504341,-1.9566,-2.454597,-2.905163,-3.358998,-3.933299,-4.483481,-4.803148,-4.93341,5
2.28,8.95,0,3,3,1,1,3,0,0,1,8,7.836914,5.590027,5.177333,4.610266,3.810109,2.934879,2.345983,2.037166,1.795497,1.492631,1.179332,0.894359,0.475544,-0.293232,-1.315444,-2.21969,-2.899903,-3.560251,-4.416841,-5.259413,-5.800194,-6.149092,5
2.28,8.95,0,3,3,1,1,3,0,0,1,8,7.836914,5.590027,5.177333,4.610266,3.810109,2.934879,2.345983,2.037166,1.795497,1.492631,1.179332,0.894359,0.475544,-0.293232,-1.315444,-2.21969,-2.899903,-3.560251,-4.416841,-5.259413,-5.800194,-6.149092,5
2.34,8.95,0,1,1,1,0,0,2,0,5,13,5.295898,2.675016,2.373662,2.072018,1.759571,1.291561,0.695842,0.212458,-0.13553,-0.472551,-0.772588,-0.978884,-1.176236,-1.491408,-1.944173,-2.424923,-2.819485,-3.131026,-3.45053,-3.736558,-3.899926,-3.966183,5
2.2,8.95,1,0,1,1,0,0,1,0,5,12,7.456055,2.607445,2.316072,2.082566,1.893591,1.645753,1.334229,1.061529,0.813097,0.516395,0.241997,0.080459,-0.006662,-0.102184,-0.294138,-0.634837,-1.07724,-1.605729,-2.184404,-2.632932,-2.864582,-2.954722,5
2.32,9.04,2,2,0,1,3,0,2,0,2,9,8.082764,4.665016,4.362577,4.065328,3.756818,3.290551,2.695328,2.211706,1.862375,1.520944,1.207155,0.959782,0.652708,0.114018,-0.625917,-1.370906,-2.078139,-2.800748,-3.446237,-3.872002,-4.208302,-4.721654,5
2.34,9.04,0,1,2,0,2,1,0,0,6,11,10.540771,4.664403,4.342808,3.996576,3.650181,3.330097,3.130402,3.044184,3.012228,2.997131,2.97795,2.928859,2.797409,2.512675,2.081166,1.596479,1.130332,0.65138,0.052075,-0.545572,-0.992078,-1.430724,5
2.11,8.95,1,2,3,1,0,1,2,0,4,6,6.915039,4.529802,4.188081,3.823708,3.319485,2.591566,1.816586,1.253645,0.875984,0.525098,0.207873,-0.041862,-0.353468,-0.903531,-1.665164,-2.429229,-3.156598,-4.03165,-5.140351,-6.123735,-6.670062,-6.888872,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.11,9.04,0,0,2,0,1,4,2,0,7,5,3.848633,3.464213,2.990059,2.275957,1.079176,-0.472106,-1.781021,-2.525818,-2.837705,-2.94811,-2.986197,-3.004282,-3.028214,-3.088961,-3.242273,-3.5346,-3.914283,-4.360225,-4.942324,-5.515031,-5.897769,-6.182116,5
2.02,9.04,1,1,3,0,1,2,1,0,7,5,8.544189,4.462124,4.099057,3.675697,3.052045,2.267879,1.610534,1.236774,1.079,1.018822,0.984555,0.929927,0.794502,0.501547,0.045884,-0.510272,-1.166047,-2.03298,-3.149409,-4.155296,-4.764686,-5.137578,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
2.11,8.95,1,2,3,1,0,1,2,0,4,6,6.915039,4.529802,4.188081,3.823708,3.319485,2.591566,1.816586,1.253645,0.875984,0.525098,0.207873,-0.041862,-0.353468,-0.903531,-1.665164,-2.429229,-3.156598,-4.03165,-5.140351,-6.123735,-6.670062,-6.888872,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
2.18,9.04,1,2,1,0,1,1,1,0,4,13,6.09668,2.574668,2.240108,1.895283,1.480151,0.963596,0.488019,0.193826,0.063153,0.007917,-0.03712,-0.131899,-0.376595,-0.890454,-1.611939,-2.321485,-2.949653,-3.562328,-4.179171,-4.659959,-4.957771,-5.202975,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.02,8.95,1,0,2,0,2,1,3,0,5,5,6.831055,4.472838,4.130228,3.752144,3.164608,2.239309,1.206836,0.496616,0.17358,0.055702,0.014226,-0.00676,-0.037005,-0.114694,-0.30662,-0.665125,-1.164995,-1.840298,-2.687897,-3.443958,-3.957378,-4.419468,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
2.11,9.04,0,0,2,0,1,4,2,0,7,5,3.848633,3.464213,2.990059,2.275957,1.079176,-0.472106,-1.781021,-2.525818,-2.837705,-2.94811,-2.986197,-3.004282,-3.028214,-3.088961,-3.242273,-3.5346,-3.914283,-4.360225,-4.942324,-5.515031,-5.897769,-6.182116,5
2.18,9.04,0,2,2,2,1,1,0,0,4,10,8.791748,5.58006,5.256948,4.946526,4.624826,4.30373,4.066779,3.861034,3.529424,2.990501,2.43797,2.048699,1.685902,1.134668,0.411273,-0.269733,-0.822313,-1.33021,-1.932736,-2.511989,-2.896806,-3.181811,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.18,9.04,1,2,1,0,1,1,1,0,4,13,6.09668,2.574668,2.240108,1.895283,1.480151,0.963596,0.488019,0.193826,0.063153,0.007917,-0.03712,-0.131899,-0.376595,-0.890454,-1.611939,-2.321485,-2.949653,-3.562328,-4.179171,-4.659959,-4.957771,-5.202975,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.18,9.04,1,2,1,0,1,1,1,0,4,13,6.09668,2.574668,2.240108,1.895283,1.480151,0.963596,0.488019,0.193826,0.063153,0.007917,-0.03712,-0.131899,-0.376595,-0.890454,-1.611939,-2.321485,-2.949653,-3.562328,-4.179171,-4.659959,-4.957771,-5.202975,5
1.96,9.04,0,1,1,0,1,1,1,0,3,13,6.235352,2.449501,2.140257,1.84741,1.462527,0.957791,0.486343,0.193895,0.065074,0.014506,-0.016404,-0.06908,-0.201091,-0.484173,-0.909427,-1.374506,-1.783257,-2.117446,-2.454824,-2.766607,-2.994072,-3.214739,5
2.34,8.95,0,1,2,2,0,1,3,0,6,6,5.245117,4.647427,4.289759,3.834857,3.190937,2.230488,1.148893,0.315284,-0.308624,-0.950661,-1.525426,-1.886049,-2.145811,-2.484227,-2.950197,-3.452568,-3.904521,-4.358795,-4.933235,-5.48346,-5.803141,-5.933408,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
2.18,9.04,1,2,1,0,1,1,1,0,4,13,6.09668,2.574668,2.240108,1.895283,1.480151,0.963596,0.488019,0.193826,0.063153,0.007917,-0.03712,-0.131899,-0.376595,-0.890454,-1.611939,-2.321485,-2.949653,-3.562328,-4.179171,-4.659959,-4.957771,-5.202975,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
2.02,9.04,2,0,2,0,2,1,1,0,7,5,9.865479,4.484022,4.165173,3.858625,3.466567,2.95918,2.48697,2.19467,2.067139,2.020883,2.003433,1.990897,1.96542,1.893815,1.705104,1.308162,0.660514,-0.283112,-1.410908,-2.336809,-2.920911,-3.40765,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
1.88,8.95,0,1,2,0,0,4,2,0,2,11,3.522461,2.332586,1.89407,1.232336,0.063437,-1.477364,-2.7829,-3.527028,-3.840024,-3.954935,-4.007337,-4.068317,-4.207261,-4.504075,-4.956516,-5.45457,-5.905154,-6.358996,-6.933298,-7.48348,-7.803148,-7.93341,5
